Title,Delivery date,Recipients,Opens,Content
1stDibs Show,29-Apr-2012 04:45 PM GMT-05:00,220,124,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" class=""page-body"">
    <tbody>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/1stdibs-2012""><img src=""/images/post/1stdibs-2012.jpg"" alt=""1stDibs Show"" style=""border:0; margin: 0 0 15px 0; padding:0;""></a>
            <p style=""font-size:9px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;""><a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/1stdibs-2012""></a></p>
            <h3 style=""font-size:15px; font-weight:normal; margin: 0 0 10px""><a style=""font-size:15px; letter-spacing:2px;font-weight:normal;margin: 0 0 10px 0;font-family:helvetica,arial;color:#444444;text-decoration:none;"" href=""http://baralaye.com/announcements/1stdibs-2012"">1stDibs Show</a></h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">
            I am having an exhibition of new work at <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://1stdibs.com"">1stDibs</a>, presented by <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://stellarunion.com"">Stellar Union</a>. Some of my recent sculptures and drawings will be on display. All are invited and encouraged to see the show. Details are below.
            </p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">
            <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://1stdibs.com"">1stDibs / NY Design Center</a><br>
            <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://g.co/maps/r4hge"">200 Lexington Ave. 10th Floor<br>
            New York, NY 10016</a>
            </p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">
            Opening reception: May 5th (Saturday), 3 - 5pm<br>
            Exhibition duration: May 5th - 30th, 2012<br>
            Open to the public: Monday - Friday: 9:30AM - 5:30PM, Saturday: 10AM - 5PM
            </p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">Best wishes.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a href=""http://www.baralaye.com"" class=""signature"" style=""color:#4F569F;border:0;text-decoration:none;""><img style=""border:0;"" src=""http://www.baralaye.com/images/template/signature.jpg""></a>
            </td>
        </tr>
    </tbody>
</table>
<br>
<br>"
Easter - 2012,08-Apr-2012 05:00 AM GMT-05:00,216,134,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" class=""page-body"">
    <tbody>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/easter""><img src=""/images/post/caravaggio_thomas.jpg"" alt=""The Incredulity of Saint Thomas - Caravaggio, 1601"" style=""border:0; margin: 0 0 15px 0; padding:0;""></a>
            <p style=""font-size:9px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;""><a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/easter"">""The Incredulity of Saint Thomas"" - Caravaggio, 1601.</a></p>
            <h3 style=""font-size:15px; font-weight:normal; margin: 0 0 10px""><a style=""font-size:15px; letter-spacing:2px;font-weight:normal;margin: 0 0 10px 0;font-family:helvetica,arial;text-decoration:none;color:#444444;"" href=""http://baralaye.com/announcements/easter"">Happy Easter &amp; Passover</a></h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">It is a special time of the year, remembering one man's death, and with it, His gift of eternal renewal to many. I wish all of you a joyfully reflective Easter and Passover season.</p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;""><em>Verily, verily, I say unto you, Except a corn of wheat fall into the ground and die, it abideth alone: but if it die, it bringeth forth much fruit.</em> - John 12:24 (KJV)</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/1stdibs-2012""><img src=""/images/post/barabbas_production.jpg"" alt=""Barabbas in production"" style=""border:0; margin: 0 0 15px 0; padding:0;""></a>
            <p style=""font-size:9px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;""><a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/1stdibs-2012"">Sculpture piece ""Barabbas"" in production.</a></p>
            <h3 style=""font-size:15px; font-weight:normal; margin: 0 0 10px""><a style=""font-size:15px; letter-spacing:2px;font-weight:normal;margin: 0 0 10px 0;font-family:helvetica,arial;color:#444444;text-decoration:none;"" href=""http://baralaye.com/announcements/1stdibs-2012"">1st Dibs Show</a></h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">
            I am looking forward to an upcoming small exhibition of my work at <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://1stdibs.com"">1stdibs</a>. Some of the recent productions of my sculpture and drawings will be on display. You are all invited to see the show. Details are below.</p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">
            <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://1stdibs.com"">1stdibs | NY Design Center</a><br>
            <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://g.co/maps/r4hge"">200 Lexington Ave. 10th Floor<br>
            New York, NY 10016</a>
            </p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">
            Opening reception: TBA<br>
            Exhibition duration: May 3rd - 30th, 2012<br>
            Open to the public: Monday - Friday: 9:30AM - 5:30PM, Saturday: 10AM - 5PM
            </p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">Best wishes.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a href=""http://www.baralaye.com"" class=""signature"" style=""color:#4F569F;border:0;text-decoration:none;""><img style=""border:0;"" src=""http://www.baralaye.com/images/template/signature.jpg""></a>
            </td>
        </tr>
    </tbody>
</table>
<br>
<br>"
EFA Armory Open House 2013,08-Mar-2013 02:00 PM GMT-05:00,281,119,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" class=""page-body"">
    <tbody>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/efa-armory-open-house""><img style=""border:0; margin: 0 0 15px 0; padding:0;"" alt=""Elizabeth Foundation Armory Open Studio 2012"" src=""http://baralaye.com/images/post/efa-open-studio.jpg""></a>
            <h3 style=""margin: 0 0 10px""><a style=""font-size:15px;font-weight:normal;font-family:helvetica,arial;letter-spacing:2px;color:#4F569F;text-decoration:none;"" href=""http://baralaye.com/announcements/efa-armory-open-house"">Elizabeth Foundation Open House / Armory Arts Week 2013</a></h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">As part of <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://armoryartsweek.com"" target=""_blank"">Armory Arts Week</a>, You're invited to view nearly 60 <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org"" target=""_blank"">EFA</a> Open Studios and visit the <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/project-space-mission/"" target=""_blank"">EFA Project Space</a> and <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/rbpmw/"" target=""_blank"">Robert Blackburn Printmaking Workshop</a>. Come by to visit my studio. <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/armory-arts-week"" targe=""_blank"">More details</a> below.</p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;""><a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/studio-members/"" target=""_blank"">EFA Studios member artists</a> work in a wide range of media and artistic sensibilities, creating a vibrant and diverse community of peers under one roof. Artists on floors 3-10 will have their studios open to welcome guests to explore, interact, and investigate their art.</p>
            <p style=""font-size:8px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">- Copy edited from <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/armory-arts-week"" target=""_blank"">efanyc</a> -</p>
            <h4 style=""font-size:13px; font-weight:normal;font-family:helvetica,arial;color:#444444; margin: 0 0 5px 0;"">Location:</h4>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;""><a style=""color:#4F569F;border:0;text-decoration:none;"" herf=""http://efanyc.org"" target=""_blank"">Elizabeth Foundation for the Arts</a><br>
            <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://goo.gl/maps/8C1Zt"" title=""Elizabeth Foundation for the Arts"">323 West 39th St, Studio 914<br>
            New York, NY 10018</a></p>
            <h4 style=""font-size:13px; font-weight:normal;font-family:helvetica,arial;color:#444444; margin: 0 0 5px 0;"">Open to the public:</h4>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">Saturday, March 9th, 1:00 &ndash; 6:00pm</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">Best wishes.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a href=""http://www.baralaye.com"" class=""signature"" style=""color:#4F569F;border:0;text-decoration:none;""><img style=""border:0;"" src=""http://www.baralaye.com/images/template/signature.jpg""></a>
            </td>
        </tr>
    </tbody>
</table>
<br>
<br>"
EFA Open Studios 2012,18-Oct-2012 02:15 AM GMT-05:00,245,121,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" class=""page-body"">
    <tbody>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/elizabeth-foundation-open-studio-2012""><img src=""http://baralaye.com/images/post/efa-open-studio.jpg"" alt=""Elizabeth Foundation Open Studios 2012"" style=""border:0; margin: 0 0 15px 0; padding:0;""></a>
            <h3 style=""margin: 0 0 10px""><a style=""font-size:15px;font-weight:normal;font-family:helvetica,arial;letter-spacing:2px;color:#4F569F;text-decoration:none;"" href=""http://baralaye.com/announcements/elizabeth-foundation-open-studio-2012"">Open Studio: Elizabeth Foundation 2012</a></h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">
            You are welcomed to see the latest creations in my studio and the works and studios of a multitude of other wonderfully talented artists at the <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.efanyc.org/open-studios/"">Elizabeth Foundation for the Arts</a>. Refreshments will be provided. See <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.efanyc.org/open-studios/"">more details</a> and information on <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.efanyc.org/studio-members/"">participating artists</a>.</p>
            <h4 style=""font-size:13px; font-weight:normal;font-family:helvetica,arial;color:#444444; margin: 0 0 5px 0;"">Location:</h4>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;""><a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://g.co/maps/fvr7v"">323 West 39th St, Studio 914, New York, NY 10018</a></p>
            <h4 style=""font-size:13px; font-weight:normal;font-family:helvetica,arial;color:#444444; margin: 0 0 5px 0;"">Open to the public:</h4>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">
            Thursday, October 18th, 6:00 - 10:00pm (Reception)<br>
            Friday, October 19th, 6:00 - 9:00pm<br>
            Saturday, October 20th, 1:00 - 6:00pm</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">Best wishes.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a href=""http://www.baralaye.com"" class=""signature"" style=""color:#4F569F;border:0;text-decoration:none;""><img style=""border:0;"" src=""http://www.baralaye.com/images/template/signature.jpg""></a>
            </td>
        </tr>
    </tbody>
</table>
<br>
<br>"
EFA Open Studios 2013,20-Oct-2013 01:00 AM GMT-05:00,284,154,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" class=""page-body"">
    <tbody>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/post/efa-open-studios-2013""><img src=""http://baralaye.com/images/post/efa-open-studio.jpg"" alt=""Elizabeth Foundation Open Studios 2013"" style=""border:0; margin: 0 0 15px 0; padding:0;""></a>
            <h3 style=""margin: 0 0 10px""><a style=""font-size:15px;font-weight:normal;font-family:helvetica,arial;letter-spacing:2px;color:#4F569F;text-decoration:none;"" href=""http://baralaye.com/post/efa-open-studios-2013"">Open Studio: Elizabeth Foundation 2013</a></h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">
            You are welcomed to see the latest <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/art"">creations</a> in my studio and the works and studios of a multitude of other wonderfully talented artists at the <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/open-studios/"">Elizabeth Foundation for the Arts</a>. Refreshments will be provided. See <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/open-studios/"">more details</a> and information on <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://efanyc.org/studio-members/"">participating artists</a>.</p>
            <h4 style=""font-size:13px; font-weight:normal;font-family:helvetica,arial;color:#444444; margin: 0 0 5px 0;"">Location:</h4>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;""><a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/map"">323 West 39th St, Studio 914, New York, NY 10018</a></p>
            <h4 style=""font-size:13px; font-weight:normal;font-family:helvetica,arial;color:#444444; margin: 0 0 5px 0;"">Open to the public:</h4>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">
            Thursday, October 24th, 6:00 - 10:00pm (Reception)<br>
            Friday, October 25th, 6:00 - 9:00pm<br>
            Saturday, October 26th, 1:00 - 6:00pm</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;font-family:helvetica,arial;color:#444444;margin: 0 0 15px 0;"">Best wishes.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a href=""http://baralaye.com"" class=""signature"" style=""color:#4F569F;border:0;text-decoration:none;""><img style=""border:0;"" src=""http://baralaye.com/images/template/signature.jpg""></a>
            </td>
        </tr>
    </tbody>
</table>
<br>
<br>"
GICB + CSG + PV,11-Sep-2011 01:00 AM GMT-05:00,225,119,"<table border=""0"" cellspacing=""0"" cellpadding=""0"" class=""page-body"">
    <tbody>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/csg-narthex-art-2011"" target=""_blank""><img src=""/images/post/csg-2011.jpg"" alt=""Cavalry Narthex Exhibition"" style=""border:0; margin: 0 0 15px 0; padding:0;""></a>
            <h3 style=""font-size:15px; letter-spacing:2px;font-weight:normal;margin: 0 0 10px 0;font-family:helvetica,arial;color:#444444;"">Cavalry St. George&rsquo;s Exhibition</h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">On Sunday September 11th  I&rsquo;ll have the privilege of opening an exhibition of works, my first solo show, at <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.calvarystgeorges.org"" target=""_blank"">Cavalry St. George's Parish</a> in conjunction with their <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.calvarystgeorges.org/news/2011/september/parish-september-11th-service"" target=""_blank"">memorial service</a> observing the tragedy our nation suffered a decade ago. A selection of my <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/sculpture"">sculptures</a> and <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/drawings"">sketches</a> will be on display commencing the parish's <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.calvarystgeorges.org/news/2011/september/calvary-st-georges-arts-program"" target=""_blank"">Narthex Art</a> series. The narthex series promotes visual art as a catalyst to spiritual worship and empowers artists to engage spiritual identity as a formative element of creativity and as a service to community. See details below.</p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">Duration: 9/11 ~ 10/2, 2011 (Opening reception: 9/11 noon ~ 1pm).<br>
            Venue: <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://bit.ly/rsOEGk"" target=""_blank"">Cavalry Parish - 277 Park Avenue South @ East 21st Street</a>.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/gyeonggi-international-ceramix-biennale-2011"" target=""_blank""><img src=""/images/post/gicb-2011.jpg"" alt=""Cavalry Narthex Exhibition"" style=""border:0; margin: 0 0 15px 0; padding:0;""></a>
            <h3 style=""font-size:15px; letter-spacing:2px;font-weight:normal;margin: 0 0 10px 0;font-family:helvetica,arial;color:#444444;"">Gyeonggi International Ceramix Biennale</h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">My sculpture piece <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/sculpture/adesuwa"" target=""_blank"">Adesuwa</a>, fondly dedicated to my mother, will be on exhibit at the <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.wocef.com/eng/03_biennale/2011/03_02.asp"" target=""_blank"">Gyeonggi International Ceramix Biennale 2011</a> in the <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://en.wikipedia.org/wiki/Gyeonggi-do"" target=""_blank"">Gyeonggi-do Province</a> of  Korea. During the biennale I have also been invited to participate in an onsite <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://www.wocef.com/eng/03_biennale/2011/03_06.asp"" target=""_blank"">international exchange workshop</a> gathering artists from all over the world together to celebrate and explore the rich possibilities of ceramic art through varied cultural, aesthetic and technical approaches. I am very much looking forward to it. Details are below.</p>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">Duration: Sept. 24 ~ Nov. 22, 2011 (Opening ceremony: 9/23)<br>
            Venues: Icheon, Gwangju, Yeoju</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a style=""border:0;text-decoration:none;"" href=""http://baralaye.com/announcements/peters-valley-2011"" target=""_blank""><img src=""/images/post/anagama-kiln.jpg"" style=""border:0; margin: 0 0 15px 0; padding:0;"" alt=""Peters Valley 2011""></a>
            <h3 style=""font-size:15px; letter-spacing:2px;font-weight:normal;margin: 0 0 10px 0;font-family:helvetica,arial;color:#444444;"">New Works from Peters Valley</h3>
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">In August I participated in an anagama workshop at <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://pvcrafts.org"" target=""_blank"">Peters Valley Craft Center</a>. <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://en.wikipedia.org/wiki/Anagama_kiln"" target=""_blank"">Anagama</a> is a traditional Japanese hillside ceramic kiln and firing process in which ash and flame from wood used to fuel the kiln over several (4-8) days forms the glaze and surface treatment of the works inside.  I&rsquo;m particularly drawn to the sweeping variation of earthtones and textures that come about fortuitously in response to the form of a piece, it&rsquo;s kiln position and the firing style, a symbiotic interplay that yields beautifully dynamic results. From this workshop I&rsquo;ve produced multiple <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/sculpture"">sculptures</a> and <a style=""color:#4F569F;border:0;text-decoration:none;"" href=""http://baralaye.com/vessels"">vessels</a> as additions to my portfolio.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <p style=""font-size:11px; line-height:18px;letter-spacing:1px;margin: 0 0 15px 0;font-family:helvetica,arial;color:#444444;"">I&rsquo;m sad to see the summer ending but I am grateful for the positive developments and challenges that have come through it. I wish you all well as we head into the fall.</p>
            </td>
        </tr>
        <tr>
            <td width=""675"" height=""15""></td>
        </tr>
        <tr>
            <td width=""675"" style=""vertical-align:top;text-align:center;"">
            <a href=""http://www.baralaye.com"" class=""signature"" style=""color:#4F569F;border:0;text-decoration:none;""><img style=""border:0;"" src=""http://www.baralaye.com/images/template/signature.jpg""></a>
            </td>
        </tr>
    </tbody>
</table>
<br>
<br>"
Labor Day Fair,02-Sep-2010 09:30 PM GMT-05:00,211,123,"<table width=""100%"" border=""0"" cellpadding=""0"" cellspacing=""20"">
    <tbody>
        <tr>
            <td style=""font-size:11px; font-weight:normal; color:#666666; font-family:Verdana,Arial,Helvetica,sans-serif; line-height:20px;"" valign=""top"" width=""350"">
            <p>
            <a href=""http://www.washingtonsquareoutdoorartexhibit.org/home.php"" style=""border:0; outline:none;""><img src=""http://www.baralaye.com/images/email/Labor-Day-show_2010/crowds.jpg"" alt=""The Washington Square Outdoor Art Exhibit 2010 Spring Show"" border=""0""></a><br>
            Photography by Rebecca MB. Pearson</p>
            <p>Days: <strong>September 4, 5, 6, and September 11, 12</strong><br>
            (I'm participating only on the 4th and 6th)<br>
            Exhibit Hours:<strong> Noon - 6 p.m. every show day</strong><br>
            Location: <strong>Washington Square Park</strong> @ Washington Square East NY NY 10003. Near the West 4th, Astor Place and 8th st subway stops <a href=""http://bit.ly/d0jJ4g"">- see map</a>. My booth will probably be on University Place near 8th street.</p>
            <p>
            <strong>Exhibit Categories:</strong><br>
            Graphics, Mixed Media, Oils &amp; Acrylic, Watercolor Photography, Sculpture, Crafts, Jewelry, Metal Work, Ceramics, Glass Mixed Media, Fiber, Wood</p>
            <p>Get <a href=""http://www.washingtonsquareoutdoorartexhibit.org/home.php"">more information on WSOAE</a> and <a href=""http://www.washingtonsquareoutdoorartexhibit.org/visitorsguide.php"">visitor's info</a></p>
            </td>
            <td style=""font-size:11px; font-weight:normal; color:#666666; font-family:Verdana,Arial,Helvetica,sans-serif; line-height:20px;"" valign=""top"">
            <h3>Washington Square Outdoor Art Exhibit</h3>
            <h4>This Labor Day Weekend</h4>
            <p>It's a twice-a-year happening every Memorial Day Weekend and the weekend that follows and every Labor Day Weekend and the weekend that follows that. The event showcases fine artists and craft artisans from around the New York metropolitan area, the nation and the world. Attendees come from all over and are a cosmopolitan mix, including art lovers, tourists, faculty and students from the area's many schools and professionals such as interior designers. I'll be selling!</p>
            <p>The show has its venue on University Place, starting at East 10th Street and extending south along the east side of Washington Square Park to West 3rd Street. The southern end of the show encompasses Schwartz Plaza, also known as Bobkin Lane, between NYU's Shimkin Hall and Bobst Library.</p>
            </td>
        </tr>
    </tbody>
</table>"
