"product_code	name	description	medium	dimensions	weight	year	poplets	enabled	small_image	large_image	catalogue	sale_price	retail_price	url_path"
"<p>The form of this piece abstracts the aggressive hostility and rebelliousness in the character of Barabbas. The polished and plated surface partially reflects the viewer and symbolizes the overlaid righteousness of Christ.</p>""	bronze"," polished &amp; laser gold plated	22 x 10 x 23	75	2012	/images/art/portfolio/large/S-MT_0005_a.jpg;/images/art/portfolio/large/S-MT_0005_c.jpg;/images/art/portfolio/large/S-MT_0005_f.jpg;/images/art/portfolio/large/S-MT_0005_h.jpg;/images/art/portfolio/large/S-MT_0005_j.jpg;/images/art/portfolio/large/S-MT_0005_l.jpg;/images/art/portfolio/large/S-MT_0005_n.jpg;/images/art/portfolio/large/S-MT_0005_r.jpg;/images/art/portfolio/large/S-MT_0005_t.jpg;/images/art/portfolio/large/S-MT_0005_y.jpg;	Y	/images/art/portfolio/small/S-MT_0005_a.jpg	/images/art/portfolio/large/S-MT_0005_a.jpg	/Sculpture/;/Sculpture/Metal/;	US/18000.00;	US/18000.00;	http://baralaye.com/sculpture/metal/barabbas",,,,,,,,,,,,,,,,,,,
"S-MT_0004	David	<p>David", an ancestor of Jesus Christ, was the second King anointed through the prophet Samuel to oversee Judah and all Israel. He came to his reign tensely under service of the then denounced first king, Saul, who, in fear of being usurped, continuously sought to take David&rsquo;s life. A skilled warrior, David&rsquo;s life was marked by warfare and victory, tragedy and praise. In his intimate devotion to God he was known as a man after God&rsquo;s own heart.</p><p>The stature of the piece reflects David&rsquo;s masculinity and strength. The deepened cracks and inflamed sheared edges reflect his fearless mettle on the battlefield and yet vulnerably broken humanity, while the more elegant curvatures and sinuous planes embody his confident tact as a strategist, diplomat and man of bold faith. The overall energetically outward gestures of the piece capture David&rsquo;s earnest dependence and need for the presence, provision, leadership and love of God in his life.</p>{module_adrotator,"8359}<ul class=""specs sub""><li>production: <a href=""http://www.excaliburbronzeny.com/"" target=""_blank"">Excalibur Sculpture Foundry</a></li><li>photography: <a href=""http://www.joegarrad.com"" target=""_blank"">Joe Garrad</a></li></ul>	bronze"," polished &amp; nickel plated	5 x 11 x 18	29.5	2010	/images/art/portfolio/large/S-MT_0004_a.jpg;/images/art/portfolio/large/S-MT_0004_b.jpg;/images/art/portfolio/large/S-MT_0004_c.jpg;/images/art/portfolio/large/S-MT_0004_d.jpg;/images/art/portfolio/large/S-MT_0004_e.jpg;/images/art/portfolio/large/S-MT_0004_f.jpg;/images/art/portfolio/large/S-MT_0004_g.jpg;/images/art/portfolio/large/S-MT_0004_h.jpg;/images/art/portfolio/large/S-MT_0004_i.jpg;	Y	/images/art/portfolio/small/S-MT_0004_a.jpg	/images/art/portfolio/large/S-MT_0004_a.jpg	/Sculpture/;/Sculpture/Metal/;	US/8000.00;	US/8000.00;	http://baralaye.com/sculpture/metal/david",,,,,,
"S-MT_0002	Jonah	<p>The prophet Jonah", fleeing from God's commission to warn the inhabitants of Nineveh of coming judgement, boarded a ship instead bound for Tarshih.  He was engulfed by a raging storm and then, upon being cast into the sea, by a large fish. In the fish's belly for three days he cried out to the Lord, accepting his commission, before being released on the shores of Nineveh. At Jonah's warning the Ninevites do repent and are spared from destruction. Jonah, however, is displeased, unable to reconcile God&rsquo;s just judgment with his ultimate mercy.</p><p>In this form the smooth sections of surface, clash when encircled with rippled planes likened to stormy waves. The fin-like protrusions on the piece and subtle striations leading up to its crest suggest the fish that is sent to save Jonah&rsquo;s life. The form&rsquo;s body is twisted, at varying degrees appearing to be turning away or settling back," evoking Jonah&rsquo;s hesitation to obey and ultimate inability to understand God&rsquo;s will.</p><p class=""quote"">In my distress I called to the LORD", and he answered me. From the depths of the grave I called for help, and you listened to my cry.<br />You hurled me into the deep, into the very heart of the seas, and the currents swirled about me; all your waves and breakers swept over me.<br />I said, 'I have been banished from your sight; yet I will look again toward your holy temple.'<br />The engulfing waters threatened me,the deep surrounded me; seaweed was wrapped around my head.<br />To the roots of the mountains I sank down; the earth beneath barred me in forever. But you brought my life up from the pit," O LORD my God.<br /><br /><span class=""att"">Jonah 2:2-6</span></p><ul class=""specs sub""><li>production: <a href=""http://www.excaliburbronzeny.com"" target=""_blank"">Excalibur Sculpture Foundry</a></li><li>photography: <a href=""http://www.joegarrad.com"" target=""_blank"">Joe Garrad</a></li></ul>	bronze"," polished &amp; nickel plated	6 x 6 x 15.5	16	2010	/images/art/portfolio/large/S-MT_0002_a.jpg;/images/art/portfolio/large/S-MT_0002_b.jpg;/images/art/portfolio/large/S-MT_0002_c.jpg;/images/art/portfolio/large/S-MT_0002_d.jpg;/images/art/portfolio/large/S-MT_0002_e.jpg;/images/art/portfolio/large/S-MT_0002_f.jpg;/images/art/portfolio/large/S-MT_0002_g.jpg;/images/art/portfolio/large/S-MT_0002_h.jpg;/images/art/portfolio/large/S-MT_0002_i.jpg;/images/art/portfolio/large/S-MT_0002_j.jpg;	Y	/images/art/portfolio/small/S-MT_0002_a.jpg	/images/art/portfolio/large/S-MT_0002_a.jpg	/Sculpture/;/Sculpture/Metal/;	US/6000.00;	US/6000.00;	http://baralaye.com/sculpture/metal/jonah"
"S-MT_0003	Lazarus	<p>Lazarus is the brother of sisters Mary Magdalene", whom Christ saved from being stoned to death under the conviction of adultery, and Martha. Christ was an endeared friend to Lazarus as with his siblings and so was called upon with the news of Lazarus&rsquo; sickness and then death. Though Lazarus had already been dead in his tomb for four days by the time Jesus arrived, Christ called him out of death, arising alive and whole as a sign to witnesses of God&rsquo;s miraculous power working through his son and as a foreshadowing of his own redeeming death and resurrection for the salvation of his chosen people.</p><p>The piece&rsquo;s mottled surface represents the decay of Lazarus&rsquo; body. The patches of smoothening surfaces capture his restorative transformation from decayed death to renewed life. The form appears to unwind and torque open and slightly forward," beckoned by the call from darkness to light.</p><p class=""quote"">Then Jesus looked up and said"," ""Father", I thank you that you have heard me. I knew that you always hear me, but I said this for the benefit of the people standing here," that they may believe that you sent me.""<br />When he had said this", Jesus called in a loud voice," ""Lazarus"," come out!"" The dead man came out", his hands and feet wrapped with strips of linen, and a cloth around his face.<br />Jesus said to them," ""Take off the grave clothes and let him go.""<br />Therefore many of the Jews who had come to visit Mary", and had seen what Jesus did," put their faith in him.<br /><br /><span class=""att"">John 11:41-45</span></p><ul class=""specs sub""><li>production: <a href=""http://www.excaliburbronzeny.com/"" target=""_blank"">Excalibur Sculpture Foundry</a></li><li>photography: <a href=""http://www.joegarrad.com"" target=""_blank"">Joe Garrad</a></li></ul>	bronze"," polished &amp; nickel plated	10 x 11 x 15	28.25	2010	/images/art/portfolio/large/S-MT_0003_a.jpg;/images/art/portfolio/large/S-MT_0003_b.jpg;/images/art/portfolio/large/S-MT_0003_c.jpg;/images/art/portfolio/large/S-MT_0003_d.jpg;/images/art/portfolio/large/S-MT_0003_e.jpg;/images/art/portfolio/large/S-MT_0003_f.jpg;/images/art/portfolio/large/S-MT_0003_g.jpg;	Y	/images/art/portfolio/small/S-MT_0003_a.jpg	/images/art/portfolio/large/S-MT_0003_a.jpg	/Sculpture/;/Sculpture/Metal/;	US/7000.00;	US/7000.00;	http://baralaye.com/sculpture/metal/lazarus",,
"S-MT-006	Saul	""<p class=""""quote"""">But he said to me", &ldquo;My grace is sufficient for you, for my power is made perfect in weakness.&rdquo; Therefore I will boast all the more gladly of my weaknesses, so that the power of Christ may rest upon me. For the sake of Christ, then, I am content with weaknesses, insults, hardships, persecutions, and calamities. For when I am weak, then I am strong.<br />
<br />,,,,,,,,,,
"<span class=""""att"""">2 Corinthians 12:9-10</span></p>""	Cast bronze"," polished & laser gold plated			2013	/images/art/portfolio/large/S-MT_0006_a.jpg;/images/art/portfolio/large/S-MT_0006_c.jpg;/images/art/portfolio/large/S-MT_0006_d.jpg;/images/art/portfolio/large/S-MT_0006_f.jpg;/images/art/portfolio/large/S-MT_0006_g.jpg;/images/art/portfolio/large/S-MT_0006_h.jpg;/images/art/portfolio/large/S-MT_0006_j.jpg;/images/art/portfolio/large/S-MT_0006_k.jpg;/images/art/portfolio/large/S-MT_0006_m.jpg;/images/art/portfolio/large/S-MT_0006_n.jpg;	Y	/images/art/portfolio/small/S-MT_0006_a.jpg	/images/art/portfolio/large/S-MT_0006_a.jpg	/Sculpture/;/Sculpture/Metal/;	US/30000.00;	US/0.00;	http://baralaye.com/sculpture/metal/saul",,,,,,,,,
"S-MM_0001	Adesuwa	""<p>Meaning: In the midst of prosperity.<br />",,,,,,,,,,
Origin: Benin Kingdom, Nigeria.</p>,,,,,,,,,
"<div class=""""quote"""">",,,,,,,,,,
"<p>""""Make it work.""""</p>",,,,,,,,,,
"<span class=""""att"""">- Mom. Various dates</span></div>""	plaster", clay, metal, wood, wax, found objects, acrylic paint," resin	9 x 13.5 x 22	26.2	2011	/images/art/portfolio/large/S-MM_0001_a.jpg;/images/art/portfolio/large/S-MM_0001_b.jpg;/images/art/portfolio/large/S-MM_0001_c.jpg;/images/art/portfolio/large/S-MM_0001_d.jpg;/images/art/portfolio/large/S-MM_0001_e.jpg;/images/art/portfolio/large/S-MM_0001_f.jpg;/images/art/portfolio/large/S-MM_0001_g.jpg;/images/art/portfolio/large/S-MM_0001_h.jpg;/images/art/portfolio/large/S-MM_0001_i.jpg;	Y	/images/art/portfolio/small/S-MM_0001_a.jpg	/images/art/portfolio/large/S-MM_0001_a.jpg	/Sculpture/;/Sculpture/Mixed Media/;	US/3000.00;	US/3000.00;	http://baralaye.com/sculpture/mixed-media/adesuwa",,,
"S-MM_0004	Baraka	""<p><a href=""""http://en.wikipedia.org/wiki/Baraka"""" target=""""_blank"""">Baraka</a> means """"blessing"""" in Hebrew", Arabic and Arabic-influenced languages. </p>,,,,,,,,,
"<p class=""""quote"""">...If we could tell the truth all the time", If we could be with our need to be loved ones and tell the truth, learning not just from books, learning from our bloodline, all would be harmony. Learning from justice, learning from work, learning from constancy, learning from love. If we could tell the truth all the time a terrible pressure would be on the world. It'd have to change if we changed so...,,,
</p>,,,,,,,,,,
<p>,,,,,,,,,,
"- Selection from <a href=""""http://media.sas.upenn.edu/pennsound/authors/Baraka/Baraka-Amiri_Pressure-2-Gro_11-12-75_The-World-Record_1981.mp3"""" target=""""_blank"""">""""Pressure to Grow""""</a> by Amiri Baraka (LeRoi Jones)",,,,,,,,,,
"</p>""	plaster", ceramic, found objects, acrylic," wax.	23 x 20 x 16.5	23.2	2012	/images/art/portfolio/large/S-MM_0004_a.jpg;/images/art/portfolio/large/S-MM_0004_b.jpg;/images/art/portfolio/large/S-MM_0004_c.jpg;/images/art/portfolio/large/S-MM_0004_d.jpg;/images/art/portfolio/large/S-MM_0004_e.jpg;/images/art/portfolio/large/S-MM_0004_f.jpg;/images/art/portfolio/large/S-MM_0004_g.jpg;/images/art/portfolio/large/S-MM_0004_h.jpg;	Y	/images/art/portfolio/small/S-MM_0004_a.jpg	/images/art/portfolio/large/S-MM_0004_a.jpg	/Sculpture/;/Sculpture/Mixed Media/;	US/3000.00;	US/3000.00;	http://baralaye.com/sculpture/mixed-media/baraka",,,,,,
"S-MM_0002	Kesiye	""<p>Meaning: The truth cannot be hidden.<br />",,,,,,,,,,
Origin: Igbo tribe, Nigeria.</p>,,,,,,,,,
"<div class=""""quote"""">",,,,,,,,
"<p>""""Follow your bliss.""""</p>",,,,,,,,
"<span class=""""att"""">- Dad. Various dates</span></div>""	plaster", clay, metal, wood, foam, wax, found objects, acrylic paint," resin	12 x 12 x 26	20.7	2011	/images/art/portfolio/large/S-MM_0002_a.jpg;/images/art/portfolio/large/S-MM_0002_b.jpg;/images/art/portfolio/large/S-MM_0002_c.jpg;/images/art/portfolio/large/S-MM_0002_d.jpg;/images/art/portfolio/large/S-MM_0002_e.jpg;/images/art/portfolio/large/S-MM_0002_f.jpg;/images/art/portfolio/large/S-MM_0002_g.jpg;/images/art/portfolio/large/S-MM_0002_h.jpg;	Y	/images/art/portfolio/small/S-MM_0002_a.jpg	/images/art/portfolio/large/S-MM_0002_a.jpg	/Sculpture/;/Sculpture/Mixed Media/;	US/3000.00;	US/3000.00;	http://baralaye.com/sculpture/mixed-media/kesiye"
"S-MM_0005	When I Spin My Dress Spins Too		SRAM bike parts", found bike wheel, plaster,  acrylic paint," resin	27 x 17 x 27		2012	/images/art/portfolio/big/s-mm_0005_a.jpg;/images/art/portfolio/big/s-mm_0005_b.jpg;	Y	/images/art/portfolio/small/s-mm_0005_a.jpg	/images/art/portfolio/large/s-mm_0005_a.jpg	/Sculpture/;/Sculpture/Mixed Media/;			http://baralaye.com/sculpture/mixed-media/s-mm-0005",,,,
"S-MM_0003	Yuen		found objects", raw clay, plaster, cloth," wax.	11 x 12 x 27.5	23.2	2012	/images/art/portfolio/large/S-MM_0003_a.jpg;/images/art/portfolio/large/S-MM_0003_b.jpg;/images/art/portfolio/large/S-MM_0003_c.jpg;/images/art/portfolio/large/S-MM_0003_d.jpg;/images/art/portfolio/large/S-MM_0003_e.jpg;/images/art/portfolio/large/S-MM_0003_f.jpg;/images/art/portfolio/large/S-MM_0003_g.jpg;/images/art/portfolio/large/S-MM_0003_h.jpg;	Y	/images/art/portfolio/small/S-MM_0003_a.jpg	/images/art/portfolio/large/S-MM_0003_a.jpg	/Sculpture/;/Sculpture/Mixed Media/;	US/3000.00;	US/3000.00;	http://baralaye.com/sculpture/mixed-media/yuen",,,,
"V-PT_0014	Deborah		porcelain", wheel-thrown &amp; slip-trailed," glazed	6 x 6 x 15.5	4.5	2006	/images/art/portfolio/large/V-PT_0014_a.jpg;/images/art/portfolio/large/V-PT_0014_b.jpg;/images/art/portfolio/large/V-PT_0014_c.jpg;	Y	/images/art/portfolio/small/V-PT_0014_a.jpg	/images/art/portfolio/large/V-PT_0014_a.jpg	/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/deborah",,,,,,
"V-PT_0015	Duke		porcelain", wheel-thrown &amp; slip-trailed," burnished	6 x 6 x 13.5	4.5	2006	/images/art/portfolio/large/V-PT_0015_a.jpg;/images/art/portfolio/large/V-PT_0015_b.jpg;	Y	/images/art/portfolio/small/V-PT_0015_a.jpg	/images/art/portfolio/large/V-PT_0015_a.jpg	/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/duke",,,,,,
"V-PT_0017	Emperor		porcelain", wheel-thrown & slip-trailed," glazed	6.5 x 6.5 x 11.5	4.8	2006	/images/art/portfolio/large/V-PT_0017_a.jpg;/images/art/portfolio/large/V-PT_0017_b.jpg;	Y	/images/art/portfolio/small/V-PT_0017_a.jpg	/images/art/portfolio/large/V-PT_0017_a.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/emperor",,,,,,
"V-PT_0018	Judy		porcelain", wheel-thrown & slip-trailed," glazed	5.5 x 5.5 x 11	4.5	2006	/images/art/portfolio/large/V-PT_0018_a.jpg;/images/art/portfolio/large/V-PT_0018_b.jpg;	Y	/images/art/portfolio/small/V-PT_0018_a.jpg	/images/art/portfolio/large/V-PT_0018_a.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/judy",,,,,,
"V-PT_0019	Naima		porcelain", wheel-thrown, slip-trailed," burnished	5.5 x 5.5 x 10.5	3	2006	/images/art/portfolio/large/V-PT_0019_a.jpg;/images/art/portfolio/large/V-PT_0019_b.jpg;	Y	/images/art/portfolio/small/V-PT_0019_a.jpg	/images/art/portfolio/large/V-PT_0019_a.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/naima",,,,,
"V-PT_0020	Untitled		stoneware"," anagama fired	5 x 5.5 x 12	2.4	2011	/images/art/portfolio/large/V-PT_0020_a.jpg;/images/art/portfolio/large/V-PT_0020_b.jpg;	Y	/images/art/portfolio/small/V-PT_0020_b.jpg	/images/art/portfolio/large/V-PT_0020_b.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/v-pt-0020",,,,,,,
"V-PT_0021	Untitled		stoneware"," anagama fired	5 x 5 x 11.5	2.4	2011	/images/art/portfolio/large/V-PT_0021_a.jpg;/images/art/portfolio/large/V-PT_0021_b.jpg;	Y	/images/art/portfolio/small/V-PT_0021_b.jpg	/images/art/portfolio/large/V-PT_0021_b.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/v-pt-0021",,,,,,,
"V-PT_0023	Untitled		stoneware"," anagama fired	5 x 5.5 x 14	2.9	2011	/images/art/portfolio/large/V-PT_0023_a.jpg;/images/art/portfolio/large/V-PT_0023_b.jpg;/images/art/portfolio/large/V-PT_0023_c.jpg;/images/art/portfolio/large/V-PT_0023_d.jpg;/images/art/portfolio/large/V-PT_0023_e.jpg;	Y	/images/art/portfolio/small/V-PT_0023_b.jpg	/images/art/portfolio/large/V-PT_0023_b.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/v-pt-0023",,,,,,,
"V-PT_0024	Untitled		stoneware"," anagama fired	5.5 x 6 x 15	3.1	2011	/images/art/portfolio/large/V-PT_0024_a.jpg;/images/art/portfolio/large/V-PT_0024_b.jpg;/images/art/portfolio/large/V-PT_0024_c.jpg;	Y	/images/art/portfolio/small/V-PT_0024_b.jpg	/images/art/portfolio/large/V-PT_0024_b.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/v-pt-0024",,,,,,,
"V-PT_0025	Untitled		stoneware"," anagama fired	5 x 6 x 15.5	3.3	2011	/images/art/portfolio/large/V-PT_0025_a.jpg;/images/art/portfolio/large/V-PT_0025_b.jpg;	Y	/images/art/portfolio/small/V-PT_0025_a.jpg	/images/art/portfolio/large/V-PT_0025_a.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/v-pt-0025",,,,,,,
"V-PT_0026	Untitled		stoneware"," anagama fired	5 x 5.5 x 12.5	2.5	2006	/images/art/portfolio/large/V-PT_0026_a.jpg;/images/art/portfolio/large/V-PT_0026_b.jpg;/images/art/portfolio/large/V-PT_0026_c.jpg;/images/art/portfolio/large/V-PT_0026_d.jpg;	Y	/images/art/portfolio/small/V-PT_0026_a.jpg	/images/art/portfolio/large/V-PT_0026_a.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/v-pt-0026",,,,,,,
"V-PT_0027	Untitled		stoneware"," anagama fired	5 x 5.5 x 15	2.5	2006	/images/art/portfolio/large/V-PT_0027_a.jpg;/images/art/portfolio/large/V-PT_0027_b.jpg;	Y	/images/art/portfolio/small/V-PT_0027_a.jpg	/images/art/portfolio/large/V-PT_0027_a.jpg	/Vessels/;/Vessels/Pottery/;	US/500.00;	US/500.00;	vessels/pottery/v-pt-0027",
"V-SC_0002	Bilbao		porcelain", slip-cast," saggar-fired	large vase -7x7x17 <br/> smaller vase -7x6x15	3	2006	/images/art/portfolio/large/V-SC_0002-1_2_a.jpg;/images/art/portfolio/large/V-SC_0002-1_2_b.jpg;/images/art/portfolio/large/V-SC_0002-2_2_a.jpg;/images/art/portfolio/large/V-SC_0002-2_2_b.jpg;	Y	/images/art/portfolio/small/V-SC_0002-1_2_a.jpg	/images/art/portfolio/large/V-SC_0002-1_2_a.jpg	/Vessels/;/Vessels/Slipcast/;	US/450.00;	US/450.00;	vessels/slipcast/cloud"
"V-SC_0001	Etude		porcelain"," slip-cast	6 x 6 x 15.5	1.5	2005	/images/art/portfolio/large/V-SC_0001_2_a.jpg;/images/art/portfolio/large/V-SC_0001_2_b.jpg;	Y	/images/art/portfolio/small/V-SC_0001_2_a.jpg	/images/art/portfolio/large/V-SC_0001_2_a.jpg	/Vessels/;/Vessels/Slipcast/;	US/250.00;	US/250.00;	vessels/slipcast/etude",
"V-SC_0005	Fuji		porcelain"," slip-cast	7 x 12 x 16.53		2006	/images/art/portfolio/large/V-SC_0005_2_a.jpg;/images/art/portfolio/large/V-SC_0005_2_b.jpg;	Y	/images/art/portfolio/small/V-SC_0005_2_a.jpg	/images/art/portfolio/large/V-SC_0005_2_a.jpg	/Vessels/;/Vessels/Slipcast/;	US/350.00;	US/350.00;	vessels/slipcast/fuji",
"V-SC_0004	Miles		porcelain"," slip-cast	6 x 6 x 15.5	2.5	2006	/images/art/portfolio/large/V-SC_0004_a.jpg;/images/art/portfolio/large/V-SC_0004_b.jpg;/images/art/portfolio/large/V-SC_0004_c.jpg;/images/art/portfolio/large/V-SC_0004_d.jpg;/images/art/portfolio/large/V-SC_0004_e.jpg;	Y	/images/art/portfolio/small/V-SC_0004_a.jpg	/images/art/portfolio/large/V-SC_0004_a.jpg	/Vessels/;/Vessels/Slipcast/;	US/250.00;	US/250.00;	vessels/slipcast/miles",
"V-SC_0003	Vaughan		porcelain"," slip-cast	5 x 6.5 x 14	2.5	2006	/images/art/portfolio/large/V-SC_0003_a.jpg;/images/art/portfolio/large/V-SC_0003_b.jpg;/images/art/portfolio/large/V-SC_0003_c.jpg;/images/art/portfolio/large/V-SC_0003_d.jpg;/images/art/portfolio/large/V-SC_0003_e.jpg;	Y	/images/art/portfolio/small/V-SC_0003_a.jpg	/images/art/portfolio/large/V-SC_0003_a.jpg	/Vessels/;/Vessels/Slipcast/;	US/250.00;	US/250.00;	vessels/slipcast/vaughan",
