Product Code,Name,Description,Small Image,Large Image,Catalogue,Sale Price,Retail Price,Tax Code,SEO friendly URL,Grouping Product Codes,Grouping Product Descriptions,Supplier CRM ID,Supplier Commission Percentage,Weighting/Order,Related Products,Weight In KG/Pounds,Product Width (Previously Volume),Keywords,Unit Type,Min Units,Max Units,In Stock,On Order,Re-order Threshold,Inventory Control,Can Pre-Order,Custom 1,Custom 2,Custom 3,Custom 4,Poplets,Enabled,Capture Details,Limit Download Count,Limit Download IP,On Sale,Hide if Out of Stock,Attributes,Gift Voucher,Drop Shipping,Product Height,Product Depth,Exclude From Search Results,Product Title,Wholesale Sale Price,Tax Code,Cycle Type,Cycle Type Count,Product URL,Product Affiliate URL,Variations Enabled,Variations Code,Variation Options,Role Responsible,Product Meta Description
V-PT_0020,Untitled,,/images/art/portfolio/small/V-PT_0020_b.jpg,/images/art/portfolio/large/V-PT_0020_b.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,v-pt-0020,,,,,6008,,2.4,5.5,,vessel,,1,1,0,,Y,N,"stoneware, anagama fired",5 x 5.5 x 12,2.4,2011,/images/art/portfolio/large/V-PT_0020_a.jpg;/images/art/portfolio/large/V-PT_0020_b.jpg;,Y,N,,,N,N,,N,N,12,5,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/v-pt-0020,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041597&ObjectType=27,N,,,,
V-PT_0021,Untitled,,/images/art/portfolio/small/V-PT_0021_b.jpg,/images/art/portfolio/large/V-PT_0021_b.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,v-pt-0021,,,,,6007,,2.4,5,,vessel,,1,0,0,,Y,N,"stoneware, anagama fired",5 x 5 x 11.5,2.4,2011,/images/art/portfolio/large/V-PT_0021_a.jpg;/images/art/portfolio/large/V-PT_0021_b.jpg;,Y,N,,,N,N,,N,N,11.5,5,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/v-pt-0021,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041598&ObjectType=27,N,,,,
V-PT_0023,Untitled,,/images/art/portfolio/small/V-PT_0023_b.jpg,/images/art/portfolio/large/V-PT_0023_b.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,v-pt-0023,,,,,6006,,2.9,5.5,,vessel,,1,1,0,,Y,N,"stoneware, anagama fired",5 x 5.5 x 14,2.9,2011,/images/art/portfolio/large/V-PT_0023_a.jpg;/images/art/portfolio/large/V-PT_0023_b.jpg;/images/art/portfolio/large/V-PT_0023_c.jpg;/images/art/portfolio/large/V-PT_0023_d.jpg;/images/art/portfolio/large/V-PT_0023_e.jpg;,Y,N,,,N,N,,N,N,14,5,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/v-pt-0023,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041599&ObjectType=27,N,,,,
V-PT_0024,Untitled,,/images/art/portfolio/small/V-PT_0024_b.jpg,/images/art/portfolio/large/V-PT_0024_b.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,v-pt-0024,,,,,6005,,3.1,6,,vessel,,1,1,0,,Y,N,"stoneware, anagama fired",5.5 x 6 x 15,3.1,2011,/images/art/portfolio/large/V-PT_0024_a.jpg;/images/art/portfolio/large/V-PT_0024_b.jpg;/images/art/portfolio/large/V-PT_0024_c.jpg;,Y,N,,,N,N,,N,N,15,5.5,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/v-pt-0024,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041600&ObjectType=27,N,,,,
V-PT_0025,Untitled,,/images/art/portfolio/small/V-PT_0025_a.jpg,/images/art/portfolio/large/V-PT_0025_a.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,v-pt-0025,,,,,6004,,3.3,6,,vessel,,1,1,0,,Y,N,"stoneware, anagama fired",5 x 6 x 15.5,3.3,2011,/images/art/portfolio/large/V-PT_0025_a.jpg;/images/art/portfolio/large/V-PT_0025_b.jpg;,Y,N,,,N,N,,N,N,15.5,5,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/v-pt-0025,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041601&ObjectType=27,N,,,,
V-PT_0026,Untitled,,/images/art/portfolio/small/V-PT_0026_a.jpg,/images/art/portfolio/large/V-PT_0026_a.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,v-pt-0026,,,,,6003,,2.5,5.5,,vessel,,1,1,0,,Y,N,"stoneware, anagama fired",5 x 5.5 x 12.5,2.5,2006,/images/art/portfolio/large/V-PT_0026_a.jpg;/images/art/portfolio/large/V-PT_0026_b.jpg;/images/art/portfolio/large/V-PT_0026_c.jpg;/images/art/portfolio/large/V-PT_0026_d.jpg;,Y,N,,,N,N,,N,N,12.5,5,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/v-pt-0026,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041602&ObjectType=27,N,,,,
V-PT_0027,Untitled,,/images/art/portfolio/small/V-PT_0027_a.jpg,/images/art/portfolio/large/V-PT_0027_a.jpg,/Art/Vessels/;/Art/Vessels/Pottery/;/Art/;,US/500.00;,US/500.00;,,v-pt-0027,,,,,6003,,2.5,5.5,,vessel,,1,1,0,,Y,N,"stoneware, anagama fired",5 x 5.5 x 15,2.5,2006,/images/art/portfolio/large/V-PT_0027_a.jpg;/images/art/portfolio/large/V-PT_0027_b.jpg;,Y,N,,,N,N,,N,N,15,5,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/v-pt-0027,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041603&ObjectType=27,N,,,,
DW-S_0002,Untitled,,/images/art/portfolio/small/DW-S_0002.jpg,/images/art/portfolio/large/DW-S_0002.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0002,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0002,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043063&ObjectType=27,N,,,,
DW-S_0003,Untitled,,/images/art/portfolio/small/DW-S_0003.jpg,/images/art/portfolio/large/DW-S_0003.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0003,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0003,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043064&ObjectType=27,N,,,,
DW-S_0004,Untitled,,/images/art/portfolio/small/DW-S_0004.jpg,/images/art/portfolio/large/DW-S_0004.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0004,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0004,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043065&ObjectType=27,N,,,,
DW-S_0006,Untitled,,/images/art/portfolio/small/DW-S_0006.jpg,/images/art/portfolio/large/DW-S_0006.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0006,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0006,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043066&ObjectType=27,N,,,,
DW-S_0007,Untitled,,/images/art/portfolio/small/DW-S_0007.jpg,/images/art/portfolio/large/DW-S_0007.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0007,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0007,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043067&ObjectType=27,N,,,,
DW-S_0008,Untitled,,/images/art/portfolio/small/DW-S_0008.jpg,/images/art/portfolio/large/DW-S_0008.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0008,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0008,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043068&ObjectType=27,N,,,,
DW-S_0009,Untitled,,/images/art/portfolio/small/DW-S_0009.jpg,/images/art/portfolio/large/DW-S_0009.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0009,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0009,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043069&ObjectType=27,N,,,,
DW-S_0011,Untitled,,/images/art/portfolio/small/DW-S_0011.jpg,/images/art/portfolio/large/DW-S_0011.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0011,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0011,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043070&ObjectType=27,N,,,,
DW-S_0012,Untitled,,/images/art/portfolio/small/DW-S_0012.jpg,/images/art/portfolio/large/DW-S_0012.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0012,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0012,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043071&ObjectType=27,N,,,,
DW-S_0013,Untitled,,/images/art/portfolio/small/DW-S_0013.jpg,/images/art/portfolio/large/DW-S_0013.jpg,/Art/Drawings/Prints/;/Art/;,US/50.00;,US/50.00;,,dw-s-0013,,,,,3001,,,,,print,,50,1,0,,Y,N,graphite and paper,11 x .1 x 14,,2010,,Y,N,,,N,N,,N,N,,,N,Untitled,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/dw-s-0013,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5043072&ObjectType=27,N,,,,
V-SC_0003,Vaughan,,/images/art/portfolio/small/V-SC_0003_a.jpg,/images/art/portfolio/large/V-SC_0003_a.jpg,/Art/Vessels/;/Art/Vessels/Slipcast/;/Art/;,US/250.00;,US/250.00;,,vaughan,,,,,5003,,2.75,6.5,,vessel,,,1,0,,Y,N,"porcelain, slip-cast",5 x 6.5 x 14,2.5,2006,/images/art/portfolio/large/V-SC_0003_a.jpg;/images/art/portfolio/large/V-SC_0003_b.jpg;/images/art/portfolio/large/V-SC_0003_c.jpg;/images/art/portfolio/large/V-SC_0003_d.jpg;/images/art/portfolio/large/V-SC_0003_e.jpg;,Y,N,,,N,N,,N,N,14,5,N,Vaughan,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/vaughan,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041606&ObjectType=27,N,,,,
S-MM_0005,When I Spin My Dress Spins Too,,/images/art/portfolio/small/s-mm_0005_a.jpg,/images/art/portfolio/large/s-mm_0005_a.jpg,/Art/Sculpture/;/Art/Sculpture/Mixed Media/;/Art/;,,,,s-mm-0005,,,,,8005,,,,,,1,1,0,0,,Y,N,"SRAM bike parts, found bike wheel, plaster,  acrylic paint, resin",27 x 17 x 27,,2012,/images/art/portfolio/big/s-mm_0005_a.jpg;/images/art/portfolio/big/s-mm_0005_b.jpg;,Y,N,,,N,N,,N,N,,,N,When I Spin My Dress Spins Too,,,1,,http://baralaye.worldsecuresystems.com/art/s-mm-0005,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5216921&ObjectType=27,N,,,,
S-MM_0003,Yuen,,/images/art/portfolio/small/S-MM_0003_a.jpg,/images/art/portfolio/large/S-MM_0003_a.jpg,/Art/Sculpture/;/Art/Sculpture/Mixed Media/;/Art/;,US/3000.00;,US/3000.00;,,yuen,,,,,8004,,,,,sculpture,,1,1,0,,Y,N,"found objects, raw clay, plaster, cloth, wax.",11 x 12 x 27.5,23.2,2012,/images/art/portfolio/large/S-MM_0003_a.jpg;/images/art/portfolio/large/S-MM_0003_b.jpg;/images/art/portfolio/large/S-MM_0003_c.jpg;/images/art/portfolio/large/S-MM_0003_d.jpg;/images/art/portfolio/large/S-MM_0003_e.jpg;/images/art/portfolio/large/S-MM_0003_f.jpg;/images/art/portfolio/large/S-MM_0003_g.jpg;/images/art/portfolio/large/S-MM_0003_h.jpg;,Y,N,,,N,N,,N,N,,,N,Yuen,US/0.00;,,1,,http://baralaye.worldsecuresystems.com/art/yuen,http://baralaye.worldsecuresystems.com/AP.aspx?ID=PUT_AFFILIATEPROGRAMID_HERE&EID=PUT_AFFILIATECRMID_HERE&ObjectID=5041586&ObjectType=27,N,,,,
